1	0	6854253	0
1	0	14651	1
1	0	246720	1
1	0	781542	1
1	0	798300	1
1	0	1337711	1
1	0	5272141	1
1	0	7020497	1
1	0	7063153	1
1	0	6195556	0
1	0	7086732	0
1	0	7116027	0
1	0	7076456	0
1	0	7260771	1
1	0	7062443	0
1	0	725063	0
1	0	5258140	0
1	0	5706953	0
1	0	5263068	0
1	0	765317	0
1	0	6635425	0
1	0	6634850	0
1	0	5263017	0
1	0	6950352	0
1	0	6936140	0
1	0	5326353	0
2	0	1199905	1
2	0	6157374	0
2	0	3406265	0
2	0	5587176	0
2	0	6465402	1
2	0	7378072	1
2	0	7305783	1
2	0	7267371	1
2	0	7266886	1
2	0	7213523	1
2	0	5633057	0
2	0	7213381	1
2	0	7139021	1
2	0	7018284	1
2	0	6043207	1
2	0	5687294	1
2	0	5508522	1
2	0	1218776	1
2	0	7238123	1
2	0	5927484	0
2	0	6637141	1
2	0	1328374	0
2	0	5171365	0
2	0	7237783	0
2	0	6213221	0
2	0	6062146	0
2	0	7203256	0
2	0	1451114	0
2	0	1223245	0
2	0	709800	0
2	0	798300	0
2	0	587959	0
2	0	6834510	0
2	0	5263059	0
2	0	779754	0
2	0	7020355	0
2	0	6947718	0
2	0	5667655	0
2	0	1237299	0
2	0	5334756	0
2	0	401459	0
2	0	4786046	0
2	0	95405	0
2	0	6284986	0
2	0	1224148	0
2	0	6347731	0
2	0	1337726	0
2	0	5974089	0
2	0	1381768	0
2	0	7361589	0
3	0	5334770	0
3	0	2523522	1
3	0	5800888	0
3	0	5255494	0
3	0	5334953	1
3	0	4666086	0
3	0	599686	0
3	0	716484	0
3	0	5974089	0
3	0	1327151	0
3	0	5974036	0
3	0	7016275	0
3	0	1381482	0
3	0	6199736	0
3	0	2044	0
3	0	6810258	0
3	0	1218776	0
3	0	7020497	0
3	0	7188071	0
3	0	114998	0
3	0	6563572	0
3	0	7336310	0
3	0	6592924	0
3	0	6771068	0
3	0	760687	0
3	0	6513367	0
3	0	6848618	0
3	0	5566215	0
3	0	6017473	0
3	0	7378068	0
3	0	429355	0
3	0	5811853	0
3	0	1335742	0
3	0	121284	0
4	0	7378076	1
4	0	5326375	1
4	0	6605400	0
4	0	235373	0
4	0	5812812	0
4	0	135112	0
4	0	6469545	0
4	0	5263048	0
4	0	5571514	0
4	0	6017473	0
4	0	6525059	0
4	0	6755837	0
4	0	599860	1
4	0	7333781	1
4	0	6525042	0
4	0	5334953	1
5	0	783983	1
5	0	287279	1
5	0	7168423	0
5	0	6504846	0
5	0	745813	0
5	0	7390159	0
5	0	246495	1
5	0	6976762	1
5	0	6875431	1
5	0	6747220	1
5	0	6504851	1
5	0	5740303	1
5	0	5641254	1
5	0	1474201	1
5	0	1454320	1
5	0	1382809	1
5	0	776539	1
5	0	405976	1
5	0	304138	1
5	0	5746669	0
6	0	7319552	1
6	0	761973	1
6	0	6494912	1
6	0	6120716	1
6	0	5755606	1
6	0	5660663	1
6	0	5262900	1
6	0	7062429	1
6	0	7133677	1
6	0	6799013	0
6	0	7253975	0
6	0	604305	0
6	0	5354387	0
6	0	6510302	0
6	0	497988	0
6	0	6685543	0
6	0	369536	0
6	0	5739825	0
6	0	6530311	0
6	0	6848622	0
6	0	759934	0
6	0	731014	0
6	0	536813	0
6	0	5687289	0
6	0	4780988	0
6	0	6637310	0
6	0	7103637	0
6	0	256766	0
6	0	7042076	0
6	0	6810896	0
6	0	62796	0
6	0	1197999	0
6	0	5755602	0
6	0	5412348	0
6	0	5250801	0
6	0	5898067	0
6	0	6199736	0
6	0	2058415	0
7	0	4798757	1
7	0	1464168	1
7	0	1616889	1
7	0	3407341	1
7	0	6950401	1
7	0	786812	0
7	0	689793	0
7	0	7206841	0
7	0	6739931	0
7	0	6950369	0
7	0	6653305	0
7	0	5334971	0
8	0	1339728	1
8	0	7082275	0
8	0	1339644	0
8	0	1462302	0
8	0	6950301	0
8	0	702346	0
8	0	1462411	0
8	0	37996	0
8	0	6515782	0
8	0	5695895	0
8	0	1381475	0
8	0	1381848	0
8	0	5897127	0
8	0	1464123	0
8	0	6118818	0
8	0	5974082	0
8	0	5469349	0
8	0	6916067	0
8	0	6488317	0
8	0	701536	0
8	0	712325	0
8	0	7196919	0
8	0	5603639	0
8	0	1382438	1
8	0	6504822	0
8	0	5658628	1
8	0	1337711	1
8	0	788949	1
8	0	49025	1
8	0	1463368	1
8	0	5242607	1
8	0	5334964	1
8	0	5354059	1
8	0	6635224	1
8	0	7062443	1
8	0	7260767	1
9	0	435599	1
9	0	247153	1
9	0	6643185	1
9	0	456431	1
9	0	4197	1
9	0	6634203	1
9	0	574464	1
9	0	714291	1
9	0	6633362	1
9	0	6881652	1
9	0	7169595	1
9	0	7191873	1
9	0	6632939	1
9	0	6230404	1
9	0	692998	1
9	0	5638497	1
9	0	4800683	1
9	0	4785462	1
9	0	4785432	1
9	0	2209398	1
9	0	1972269	1
9	0	1464747	1
9	0	5597863	1
9	0	6762636	1
9	0	602731	0
9	0	716621	0
9	0	541259	0
9	0	6147756	0
9	0	5390004	0
9	0	5954671	0
9	0	7317429	0
9	0	6679451	0
9	0	7350335	0
9	0	7203969	0
9	0	4797942	0
9	0	1453722	0
9	0	5326377	0
9	0	5353903	0
9	0	6562422	0
9	0	451755	0
9	0	306920	0
9	0	505938	0
9	0	1265517	0
9	0	702893	0
9	0	6771616	0
9	0	6637114	0
9	0	6637203	0
9	0	1463935	0
9	0	6824554	0
9	0	7013914	0
9	0	6633488	0
9	0	6630264	0
9	0	56100	0
9	0	5435126	0
9	0	1381764	0
9	0	715586	0
9	0	575	0
9	0	1265676	0
9	0	29879	0
9	0	6307292	0
9	0	5324412	0
10	0	2525511	0
10	0	6637551	0
10	0	16874	1
10	0	5334770	0
10	0	582718	0
10	0	5641142	0
10	0	5593756	0
10	0	293385	0
10	0	6434720	0
10	0	5269730	0
10	0	7055954	0
10	0	1259165	0
10	0	311494	1
10	0	1346023	1
10	0	5913884	1
10	0	6110856	1
10	0	6161631	1
10	0	7350147	1
10	0	6101622	0
10	0	341892	0
10	0	41038	0
10	0	5733922	0
10	0	55243	0
10	0	1141918	0
10	0	6231499	0
10	0	1474183	0
